round_epochs,loss,acc,val_loss,val_acc,activation,batch_size,dropout,epochs,first_hidden_layer,optimizer,second_hidden_layer
100,0.20875386893749237,0.9228087663650513,0.830522358417511,0.7853828072547913,tanh,64,0.3,100,8,Adam,2
100,0.18505388498306274,0.9267928004264832,0.7316452860832214,0.79350346326828,tanh,64,0.3,100,8,Adam,4
100,0.1433258354663849,0.9492031931877136,0.9064271450042725,0.7877030372619629,tanh,64,0.3,100,8,Adam,6
100,0.20213449001312256,0.9317728877067566,0.49500811100006104,0.8631090521812439,tanh,64,0.3,100,8,RMSprop,2
100,0.1649874746799469,0.9462151527404785,0.7702153921127319,0.8016241192817688,tanh,64,0.3,100,8,RMSprop,4
100,0.12596777081489563,0.9536852836608887,0.8093147873878479,0.7842227220535278,tanh,64,0.3,100,8,RMSprop,6
100,0.2338269203901291,0.9193227291107178,0.7692320346832275,0.8016241192817688,tanh,64,0.3,100,6,Adam,2
100,0.19536899030208588,0.9267928004264832,0.6840858459472656,0.8027842044830322,tanh,64,0.3,100,6,Adam,4
100,0.21653854846954346,0.9228087663650513,0.808734655380249,0.7784222960472107,tanh,64,0.3,100,6,Adam,6
100,0.14588609337806702,0.9516932368278503,0.5615783333778381,0.8491879105567932,tanh,64,0.3,100,6,RMSprop,2
100,0.20319049060344696,0.9342629313468933,0.5009534358978271,0.8515081405639648,tanh,64,0.3,100,6,RMSprop,4
100,0.15805046260356903,0.9427290558815002,0.6891728639602661,0.8120649456977844,tanh,64,0.3,100,6,RMSprop,6
20,0.7907779812812805,0.6384462118148804,0.7729796767234802,0.6740139126777649,tanh,64,0.5,20,10,Adam,2
20,0.7514409422874451,0.6329681277275085,0.7482631802558899,0.6914153099060059,tanh,64,0.5,20,10,Adam,4
20,0.7488919496536255,0.6444222927093506,0.7867395281791687,0.6832946538925171,tanh,64,0.5,20,10,Adam,6
20,0.7803863883018494,0.6344621777534485,0.8167795538902283,0.6658932566642761,tanh,64,0.5,20,10,RMSprop,2
20,0.7498058676719666,0.6658366322517395,0.8470828533172607,0.6438515186309814,tanh,64,0.5,20,10,RMSprop,4
20,0.7673778533935547,0.6513944268226624,0.8436904549598694,0.6902552247047424,tanh,64,0.5,20,10,RMSprop,6
20,0.765097439289093,0.6434262990951538,0.853064239025116,0.6670533418655396,tanh,64,0.5,20,8,Adam,2
20,0.7872495651245117,0.6374502182006836,0.8222774267196655,0.6832946538925171,tanh,64,0.5,20,8,Adam,4
20,0.7721176743507385,0.6359561681747437,0.7822921276092529,0.6612529158592224,tanh,64,0.5,20,8,Adam,6
20,0.7606767416000366,0.6484063863754272,0.8166168928146362,0.6531322598457336,tanh,64,0.5,20,8,RMSprop,2
20,0.7774460315704346,0.6464143395423889,0.752902626991272,0.7099767923355103,tanh,64,0.5,20,8,RMSprop,4
20,0.7561869025230408,0.6558765172958374,0.836598813533783,0.6925753951072693,tanh,64,0.5,20,8,RMSprop,6
20,0.7924219369888306,0.6329681277275085,0.8385545015335083,0.6519721746444702,tanh,64,0.5,20,6,Adam,2
20,0.7487561702728271,0.6429283022880554,0.7835296988487244,0.6774942278862,tanh,64,0.5,20,6,Adam,4
20,0.8119650483131409,0.6130478382110596,0.8115867972373962,0.6148492097854614,tanh,64,0.5,20,6,Adam,6
20,0.7547272443771362,0.6454183459281921,0.759701132774353,0.6624130010604858,tanh,64,0.5,20,6,RMSprop,2
20,0.7392609715461731,0.68675297498703,0.8423977494239807,0.6635730862617493,tanh,64,0.5,20,6,RMSprop,4
20,0.769325852394104,0.6553784608840942,0.8208791613578796,0.6624130010604858,tanh,64,0.5,20,6,RMSprop,6
60,0.5916744470596313,0.732569694519043,0.7194974422454834,0.7099767923355103,tanh,64,0.5,60,10,Adam,2
60,0.6509692072868347,0.6837649345397949,0.7653374075889587,0.6751739978790283,tanh,64,0.5,60,10,Adam,4
60,0.54184889793396,0.7465139627456665,0.6711289882659912,0.7320185899734497,tanh,64,0.5,60,10,Adam,6
60,0.39853501319885254,0.8431274890899658,0.6258726716041565,0.7969837784767151,tanh,64,0.5,60,10,RMSprop,2
60,0.41587939858436584,0.8431274890899658,0.5373674631118774,0.7958236932754517,tanh,64,0.5,60,10,RMSprop,4
60,0.40152543783187866,0.8381474018096924,0.8549683094024658,0.7227378487586975,tanh,64,0.5,60,10,RMSprop,6
60,0.64438396692276,0.6912350654602051,0.7567684054374695,0.6902552247047424,tanh,64,0.5,60,8,Adam,2
60,0.603289783000946,0.7101593613624573,0.7032787203788757,0.7227378487586975,tanh,64,0.5,60,8,Adam,4
60,0.6890527606010437,0.6503984332084656,0.768187403678894,0.671693742275238,tanh,64,0.5,60,8,Adam,6
60,0.3808692395687103,0.8540836572647095,0.6507281064987183,0.781902551651001,tanh,64,0.5,60,8,RMSprop,2
60,0.40063491463661194,0.8441234827041626,0.6014683842658997,0.8051044344902039,tanh,64,0.5,60,8,RMSprop,4
60,0.42888709902763367,0.8341633677482605,0.6256769299507141,0.7865429520606995,tanh,64,0.5,60,8,RMSprop,6
60,0.6123828291893005,0.711155354976654,0.7389691472053528,0.7169373631477356,tanh,64,0.5,60,6,Adam,2
60,0.6411904096603394,0.6977091431617737,0.6819754838943481,0.6960557103157043,tanh,64,0.5,60,6,Adam,4
60,0.6149600744247437,0.6812748908996582,0.7804718613624573,0.6728538274765015,tanh,64,0.5,60,6,Adam,6
60,0.3968546390533447,0.8510956168174744,0.6402745246887207,0.8027842044830322,tanh,64,0.5,60,6,RMSprop,2
60,0.40826132893562317,0.8461155295372009,1.221043586730957,0.6763340830802917,tanh,64,0.5,60,6,RMSprop,4
60,0.4478653073310852,0.8276892304420471,0.6933755278587341,0.73549884557724,tanh,64,0.5,60,6,RMSprop,6
100,0.4324468970298767,0.8182271122932434,0.7333496809005737,0.7575405836105347,tanh,64,0.5,100,10,Adam,2
100,0.5139407515525818,0.7564740777015686,0.7528089880943298,0.7018561363220215,tanh,64,0.5,100,10,Adam,4
100,0.6333221197128296,0.6743028163909912,0.7305926084518433,0.6635730862617493,tanh,64,0.5,100,10,Adam,6
100,0.3139508366584778,0.8764940500259399,0.5413899421691895,0.8201856017112732,tanh,64,0.5,100,10,RMSprop,2
100,0.27604568004608154,0.8984063863754272,0.5387019515037537,0.8375869989395142,tanh,64,0.5,100,10,RMSprop,4
100,0.22336319088935852,0.9218127727508545,0.7206032276153564,0.8132250308990479,tanh,64,0.5,100,10,RMSprop,6
100,0.46493804454803467,0.8157370686531067,0.7266812920570374,0.7610208988189697,tanh,64,0.5,100,8,Adam,2
100,0.5154497027397156,0.7973107695579529,0.674238383769989,0.7703016400337219,tanh,64,0.5,100,8,Adam,4
100,0.5721511244773865,0.7191234827041626,0.748079776763916,0.689095139503479,tanh,64,0.5,100,8,Adam,6
100,0.287102609872818,0.8954183459281921,0.7956045866012573,0.7621809840202332,tanh,64,0.5,100,8,RMSprop,2
100,0.26431649923324585,0.9018924236297607,0.6041851043701172,0.8120649456977844,tanh,64,0.5,100,8,RMSprop,4
100,0.23638805747032166,0.9203187227249146,0.5875943899154663,0.8271461725234985,tanh,64,0.5,100,8,RMSprop,6
100,0.5509881377220154,0.7076693177223206,0.7123686671257019,0.7018561363220215,tanh,64,0.5,100,6,Adam,2
100,0.5151538848876953,0.7405378222465515,0.7348626255989075,0.7099767923355103,tanh,64,0.5,100,6,Adam,4
100,0.48000913858413696,0.791832685470581,0.6659079194068909,0.7621809840202332,tanh,64,0.5,100,6,Adam,6
100,0.2631394863128662,0.9103585481643677,0.5231956839561462,0.8329466581344604,tanh,64,0.5,100,6,RMSprop,2
100,0.2776789665222168,0.8969123363494873,0.5206531286239624,0.8248260021209717,tanh,64,0.5,100,6,RMSprop,4
100,0.26719433069229126,0.9038844704627991,0.6747097969055176,0.7853828072547913,tanh,64,0.5,100,6,RMSprop,6
20,0.4738091230392456,0.8072709441184998,0.683738112449646,0.7424594163894653,tanh,128,0.3,20,10,Adam,2
20,0.5146775841712952,0.7818725109100342,0.6499990820884705,0.7598608136177063,tanh,128,0.3,20,10,Adam,4
20,0.4645792543888092,0.8147410154342651,0.6448578834533691,0.7505800724029541,tanh,128,0.3,20,10,Adam,6
20,0.6991753578186035,0.711155354976654,0.8273826241493225,0.6635730862617493,tanh,128,0.3,20,10,RMSprop,2
20,0.6825360655784607,0.7275896668434143,0.7088437080383301,0.7238979339599609,tanh,128,0.3,20,10,RMSprop,4
20,0.7072489261627197,0.6987051963806152,0.8690042495727539,0.6183294653892517,tanh,128,0.3,20,10,RMSprop,6
20,0.39904168248176575,0.8456175327301025,0.7022656202316284,0.7610208988189697,tanh,128,0.3,20,8,Adam,2
20,0.39369580149650574,0.8500996232032776,0.609076201915741,0.7946635484695435,tanh,128,0.3,20,8,Adam,4
20,0.4786490797996521,0.81175297498703,0.8480522632598877,0.7088167071342468,tanh,128,0.3,20,8,Adam,6
20,0.6973629593849182,0.7146414518356323,0.6921823024749756,0.718097448348999,tanh,128,0.3,20,8,RMSprop,2
20,0.6601487994194031,0.7345617413520813,0.7238160371780396,0.6624130010604858,tanh,128,0.3,20,8,RMSprop,4
20,0.7282949686050415,0.6862549781799316,0.671271562576294,0.718097448348999,tanh,128,0.3,20,8,RMSprop,6
20,0.554492175579071,0.7604581713676453,0.7161489129066467,0.7273781895637512,tanh,128,0.3,20,6,Adam,2
20,0.5516811013221741,0.7375497817993164,0.6916512250900269,0.7273781895637512,tanh,128,0.3,20,6,Adam,4
20,0.43345269560813904,0.8192231059074402,0.7111899256706238,0.7273781895637512,tanh,128,0.3,20,6,Adam,6
20,0.7084250450134277,0.7016932368278503,0.6727434396743774,0.7273781895637512,tanh,128,0.3,20,6,RMSprop,2
20,0.6410050392150879,0.7375497817993164,0.8945936560630798,0.6821345686912537,tanh,128,0.3,20,6,RMSprop,4
20,0.7007898092269897,0.7191234827041626,0.7628992795944214,0.7111368775367737,tanh,128,0.3,20,6,RMSprop,6
60,0.1414538323879242,0.945219099521637,0.7233031392097473,0.8085846900939941,tanh,128,0.3,60,10,Adam,2
60,0.1325850784778595,0.9546812772750854,0.7004148960113525,0.8236659169197083,tanh,128,0.3,60,10,Adam,4
60,0.09795943647623062,0.967131495475769,0.7625157237052917,0.8051044344902039,tanh,128,0.3,60,10,Adam,6
60,0.31337976455688477,0.8889442086219788,1.2072113752365112,0.6740139126777649,tanh,128,0.3,60,10,RMSprop,2
60,0.34134259819984436,0.8759959936141968,0.6652883291244507,0.7830626368522644,tanh,128,0.3,60,10,RMSprop,4
60,0.3658219873905182,0.8660358786582947,0.544194757938385,0.810904860496521,tanh,128,0.3,60,10,RMSprop,6
60,0.13529904186725616,0.9541832804679871,0.790420651435852,0.8190255165100098,tanh,128,0.3,60,8,Adam,2
60,0.10330594331026077,0.9636453986167908,0.7656901478767395,0.8190255165100098,tanh,128,0.3,60,8,Adam,4
60,0.1511715054512024,0.9442231059074402,0.7834610939025879,0.8201856017112732,tanh,128,0.3,60,8,Adam,6
60,0.3097144663333893,0.8959163427352905,0.3982280492782593,0.8526682257652283,tanh,128,0.3,60,8,RMSprop,2
60,0.3297872841358185,0.8774900436401367,0.5811933875083923,0.7969837784767151,tanh,128,0.3,60,8,RMSprop,4
60,0.3264317214488983,0.8804780840873718,0.4728681147098541,0.8352668285369873,tanh,128,0.3,60,8,RMSprop,6
60,0.15561462938785553,0.9417330622673035,0.7909221053123474,0.7853828072547913,tanh,128,0.3,60,6,Adam,2
60,0.13182072341442108,0.9516932368278503,0.7588566541671753,0.8016241192817688,tanh,128,0.3,60,6,Adam,4
60,0.159083753824234,0.9437251091003418,0.8439343571662903,0.7900232076644897,tanh,128,0.3,60,6,Adam,6
60,0.318805068731308,0.8695219159126282,0.4559655487537384,0.8387470841407776,tanh,128,0.3,60,6,RMSprop,2
60,0.3163048326969147,0.8784860372543335,0.4516747295856476,0.8503480553627014,tanh,128,0.3,60,6,RMSprop,4
60,0.24594233930110931,0.9058765172958374,0.6105542182922363,0.8027842044830322,tanh,128,0.3,60,6,RMSprop,6
100,0.08955125510692596,0.9641434550285339,0.8564257621765137,0.8097447752952576,tanh,128,0.3,100,10,Adam,2
100,0.17544811964035034,0.9352589845657349,0.8781653046607971,0.7877030372619629,tanh,128,0.3,100,10,Adam,4
100,0.13355891406536102,0.9506971836090088,1.1378726959228516,0.7563804984092712,tanh,128,0.3,100,10,Adam,6
100,0.07607702910900116,0.9785856604576111,0.7748511433601379,0.810904860496521,tanh,128,0.3,100,10,RMSprop,2
100,0.08594515919685364,0.9726095795631409,0.8415483236312866,0.7668213248252869,tanh,128,0.3,100,10,RMSprop,4
100,0.15440498292446136,0.9397410154342651,0.5168930888175964,0.8549883961677551,tanh,128,0.3,100,10,RMSprop,6
100,0.08582360297441483,0.9691234827041626,1.1646032333374023,0.7761020660400391,tanh,128,0.3,100,8,Adam,2
100,0.08723129332065582,0.9696215391159058,0.9452816247940063,0.8132250308990479,tanh,128,0.3,100,8,Adam,4
100,0.11192663758993149,0.9616534113883972,0.9399835467338562,0.7842227220535278,tanh,128,0.3,100,8,Adam,6
100,0.09928195178508759,0.967131495475769,0.443048894405365,0.8631090521812439,tanh,128,0.3,100,8,RMSprop,2
100,0.2464904487133026,0.9188246726989746,0.5868858098983765,0.8364269137382507,tanh,128,0.3,100,8,RMSprop,4
100,0.18176396191120148,0.93824702501297,0.563650906085968,0.8225057721138,tanh,128,0.3,100,8,RMSprop,6
100,0.09192676097154617,0.9696215391159058,0.7304426431655884,0.8225057721138,tanh,128,0.3,100,6,Adam,2
100,0.1345771998167038,0.9442231059074402,0.7249401807785034,0.8201856017112732,tanh,128,0.3,100,6,Adam,4
100,0.06792259216308594,0.9760956168174744,0.8212924599647522,0.8178654313087463,tanh,128,0.3,100,6,Adam,6
100,0.12312843650579453,0.9606573581695557,0.5318562984466553,0.857308566570282,tanh,128,0.3,100,6,RMSprop,2
100,0.16661477088928223,0.9442231059074402,0.4723060429096222,0.8549883961677551,tanh,128,0.3,100,6,RMSprop,4
100,0.21326999366283417,0.9277888536453247,0.46492892503738403,0.8515081405639648,tanh,128,0.3,100,6,RMSprop,6
20,0.6728065609931946,0.7026892304420471,0.84686678647995,0.7215777039527893,tanh,128,0.5,20,10,Adam,2
20,0.7157599329948425,0.6608565449714661,0.8075648546218872,0.685614824295044,tanh,128,0.5,20,10,Adam,4
20,0.7145109176635742,0.6618525981903076,0.8238099217414856,0.6774942278862,tanh,128,0.5,20,10,Adam,6
20,0.8305193781852722,0.6289840340614319,0.7586274743080139,0.6751739978790283,tanh,128,0.5,20,10,RMSprop,2
20,0.7990096211433411,0.6474103331565857,1.087838053703308,0.5823665857315063,tanh,128,0.5,20,10,RMSprop,4
20,0.8127683997154236,0.6399402618408203,0.8661710619926453,0.6171693801879883,tanh,128,0.5,20,10,RMSprop,6
20,0.7190238237380981,0.663844645023346,0.7656801342964172,0.6960557103157043,tanh,128,0.5,20,8,Adam,2
20,0.7024047374725342,0.6608565449714661,0.7787654995918274,0.689095139503479,tanh,128,0.5,20,8,Adam,4
20,0.7503547668457031,0.6404382586479187,0.7786396741867065,0.6740139126777649,tanh,128,0.5,20,8,Adam,6
20,0.7666292190551758,0.6658366322517395,0.9663885235786438,0.6276102066040039,tanh,128,0.5,20,8,RMSprop,2
20,0.8578189611434937,0.6259959936141968,0.8425865173339844,0.6357308626174927,tanh,128,0.5,20,8,RMSprop,4
20,0.7772858738899231,0.6533864736557007,0.8207645416259766,0.6334106922149658,tanh,128,0.5,20,8,RMSprop,6
20,0.673821747303009,0.6802788972854614,0.7374251484870911,0.7041763067245483,tanh,128,0.5,20,6,Adam,2
20,0.6591854095458984,0.6932271122932434,0.768805205821991,0.6867749691009521,tanh,128,0.5,20,6,Adam,4
20,0.6432841420173645,0.6897410154342651,0.8038730025291443,0.7204176187515259,tanh,128,0.5,20,6,Adam,6
20,0.7869420051574707,0.6464143395423889,0.9668312668800354,0.6206496357917786,tanh,128,0.5,20,6,RMSprop,2
20,0.800844669342041,0.6419322490692139,0.8946475982666016,0.6566125154495239,tanh,128,0.5,20,6,RMSprop,4
20,0.7820026874542236,0.6583665609359741,0.7722021341323853,0.6763340830802917,tanh,128,0.5,20,6,RMSprop,6
60,0.30464625358581543,0.8859561681747437,0.7550912499427795,0.7795823812484741,tanh,128,0.5,60,10,Adam,2
60,0.31301677227020264,0.8869521617889404,0.8685693144798279,0.7494199275970459,tanh,128,0.5,60,10,Adam,4
60,0.3987707197666168,0.8510956168174744,0.6684181094169617,0.7761020660400391,tanh,128,0.5,60,10,Adam,6
60,0.41677263379096985,0.8311753273010254,0.5971439480781555,0.7679814100265503,tanh,128,0.5,60,10,RMSprop,2
60,0.407740980386734,0.8461155295372009,0.7696613073348999,0.7041763067245483,tanh,128,0.5,60,10,RMSprop,4
60,0.4514804184436798,0.8167330622673035,0.8079136610031128,0.7285382747650146,tanh,128,0.5,60,10,RMSprop,6
60,0.44620800018310547,0.8167330622673035,0.7343777418136597,0.7575405836105347,tanh,128,0.5,60,8,Adam,2
60,0.3826666474342346,0.8466135263442993,0.7017132043838501,0.7703016400337219,tanh,128,0.5,60,8,Adam,4
60,0.3158716559410095,0.8745020031929016,0.8073509335517883,0.7656612396240234,tanh,128,0.5,60,8,Adam,6
60,0.3810678720474243,0.855079710483551,1.178281545639038,0.6844547390937805,tanh,128,0.5,60,8,RMSprop,2
60,0.4070746600627899,0.836155354976654,0.7774118781089783,0.7517401576042175,tanh,128,0.5,60,8,RMSprop,4
60,0.42087453603744507,0.837649405002594,0.8493651747703552,0.6658932566642761,tanh,128,0.5,60,8,RMSprop,6
60,0.3544239103794098,0.8680278658866882,0.7445716857910156,0.7911832928657532,tanh,128,0.5,60,6,Adam,2
60,0.3745712339878082,0.8525896668434143,0.7554852962493896,0.7761020660400391,tanh,128,0.5,60,6,Adam,4
60,0.34744909405708313,0.8580677509307861,0.6776099801063538,0.7842227220535278,tanh,128,0.5,60,6,Adam,6
60,0.48396822810173035,0.8082669377326965,0.6089390516281128,0.7865429520606995,tanh,128,0.5,60,6,RMSprop,2
60,0.46336257457733154,0.8177290558815002,0.9703829884529114,0.7273781895637512,tanh,128,0.5,60,6,RMSprop,4
60,0.44501468539237976,0.8416334390640259,0.5786616206169128,0.8085846900939941,tanh,128,0.5,60,6,RMSprop,6
100,0.23310108482837677,0.9143426418304443,0.8137248754501343,0.7853828072547913,tanh,128,0.5,100,10,Adam,2
100,0.2118939459323883,0.9243028163909912,0.8193627595901489,0.7888631224632263,tanh,128,0.5,100,10,Adam,4
100,0.2617267966270447,0.9038844704627991,0.8081002831459045,0.7830626368522644,tanh,128,0.5,100,10,Adam,6
100,0.2756187617778778,0.8964143395423889,0.4911331534385681,0.8329466581344604,tanh,128,0.5,100,10,RMSprop,2
100,0.23147498071193695,0.916832685470581,0.6117495894432068,0.7969837784767151,tanh,128,0.5,100,10,RMSprop,4
100,0.2858303487300873,0.8989043831825256,0.5534473061561584,0.8085846900939941,tanh,128,0.5,100,10,RMSprop,6
100,0.28630661964416504,0.8929283022880554,0.7191874980926514,0.7969837784767151,tanh,128,0.5,100,8,Adam,2
100,0.25260961055755615,0.9128485918045044,0.7386093139648438,0.7842227220535278,tanh,128,0.5,100,8,Adam,4
100,0.244442418217659,0.907868504524231,0.7536842823028564,0.7726218104362488,tanh,128,0.5,100,8,Adam,6
100,0.27571195363998413,0.8934262990951538,0.5382876396179199,0.8178654313087463,tanh,128,0.5,100,8,RMSprop,2
100,0.22268639504909515,0.9178286790847778,0.6076237559318542,0.8201856017112732,tanh,128,0.5,100,8,RMSprop,4
100,0.28864702582359314,0.8914342522621155,0.5575016736984253,0.7900232076644897,tanh,128,0.5,100,8,RMSprop,6
100,0.25969165563583374,0.9093625545501709,0.7566238045692444,0.8085846900939941,tanh,128,0.5,100,6,Adam,2
100,0.20081518590450287,0.9248008131980896,0.8059486746788025,0.7969837784767151,tanh,128,0.5,100,6,Adam,4
100,0.22721663117408752,0.9198207259178162,0.8201587796211243,0.7946635484695435,tanh,128,0.5,100,6,Adam,6
100,0.3160335123538971,0.8859561681747437,0.5497875809669495,0.8294663429260254,tanh,128,0.5,100,6,RMSprop,2
100,0.2337093949317932,0.913844645023346,0.733224093914032,0.7679814100265503,tanh,128,0.5,100,6,RMSprop,4
100,0.2366873025894165,0.9088645577430725,0.795473039150238,0.7343387603759766,tanh,128,0.5,100,6,RMSprop,6
